DIM1	DIM2	type	viroid	class	train_label	pred_label
4.66385162665022	3.96847950656512	unknown	AB623143.1	1	unknown	mild
3.88584449026205	0.435995690717726	mild	AF483470.1	1	mild	mild
3.84858311144202	0.670992756170998	unknown	AF483471.1	1	unknown	mild
7.99478044681833	3.33341212819718	unknown	AY372398.1	1	unknown	mild
3.92612861596008	-0.474543832747143	unknown	AY493560.1	1	unknown	mild
3.78391224788041	0.777414542741553	unknown	DQ308560.1	1	unknown	mild
3.97482837331661	0.54462020650071	unknown	DQ308561.1	1	unknown	mild
2.9051231316934	-2.16493081852228	unknown	EF044305.1	1	unknown	mild
8.43306031895897	3.63518400874478	unknown	EF192393.1	1	unknown	mild
8.61850266451192	3.72847221974172	unknown	EF459697.1	1	unknown	mild
8.52708161914457	3.77107698701664	unknown	EF459698.1	1	unknown	mild
8.52440046057836	3.8000097739251	unknown	EF459699.1	1	unknown	mild
8.49771022471502	3.79857122444176	unknown	EF459701.1	1	unknown	mild
8.54571106667116	3.82661097954085	unknown	EF580923.1	1	unknown	mild
2.90973118147705	-2.05841566197756	unknown	EU879915.1	1	unknown	mild
3.01138894108012	-2.10323512901791	unknown	EU879916.1	1	unknown	mild
3.03153049798116	-2.04000320219943	unknown	EU879917.1	1	unknown	mild
3.63753489577519	0.512220608353253	unknown	EU879918.1	1	unknown	mild
3.79193535192927	0.51467737453542	unknown	EU879919.1	1	unknown	mild
3.02136174924352	-2.01719158428934	unknown	EU879920.1	1	unknown	mild
3.00969550127749	-2.13524171298544	unknown	EU879921.1	1	unknown	mild
3.45161848623498	0.00364229750762168	unknown	EU879923.1	1	unknown	mild
2.74581126637983	-0.392127072181324	unknown	EU879926.1	1	unknown	mild
7.66201587810964	3.17073896291751	unknown	FJ872824.1	1	unknown	mild
8.57509111516229	3.75652115742397	unknown	FJ872825.1	1	unknown	mild
8.27179807507857	3.67772319233374	unknown	FM998550.1	1	unknown	mild
8.52380983186397	3.7649231502791	unknown	FM998551.1	1	unknown	mild
4.12397426825628	-0.787988692723527	unknown	GQ853464.1	1	unknown	mild
3.68753349437972	0.42028340450578	unknown	HM753555.1	1	unknown	mild
8.12073327005099	4.07495520795775	unknown	HQ454919.1	1	unknown	mild
8.32014311554556	3.91122192633415	unknown	HQ454920.1	1	unknown	mild
8.20759768796076	3.97150787399874	unknown	HQ454921.1	1	unknown	mild
8.29449872728398	3.61364566475374	unknown	HQ454922.1	1	unknown	mild
8.33578705231724	4.0651668955501	unknown	HQ454923.1	1	unknown	mild
8.68308602565435	3.73835491723869	unknown	HQ454924.1	1	unknown	mild
8.08623419115413	3.37008365128307	unknown	HQ454925.1	1	unknown	mild
8.63517830277505	3.69772750265349	unknown	HQ454926.1	1	unknown	mild
3.49768772390259	0.835923075517953	unknown	HQ454927.1	1	unknown	mild
