DIM1	DIM2	type	viroid	class	train_label	pred_label
2.08365559761363	-12.3825130774231	unknown	AY937181.1	0	unknown	outliers
2.08690459226314	-12.3790648251908	unknown	AY937182.1	0	unknown	outliers
2.08919637804949	-12.3767789903418	unknown	AY937189.1	0	unknown	outliers
2.09846172724248	-12.3676173495027	unknown	AY937190.1	0	unknown	outliers
2.14390191980743	-12.322142429707	unknown	AY937191.1	0	unknown	outliers
2.10909059420846	-12.3570479693258	unknown	AY937192.1	0	unknown	outliers
2.17497319798262	-12.2912052495482	unknown	AY937193.1	0	unknown	outliers
-0.4956810964111	-7.73594697703713	unknown	AB623143.1	1	unknown	mild
1.62511926370968	-4.56297691919112	unknown	AF458994.1	1	unknown	mild
1.63698801070319	-4.45356776787924	unknown	AF458996.1	1	unknown	mild
1.72560787275723	-4.68244594246149	unknown	AF458998.1	1	unknown	mild
1.6678123366796	-4.62405478876047	unknown	AF459000.1	1	unknown	mild
1.78786526731618	-4.76769207258749	unknown	AF459001.1	1	unknown	mild
1.71116044104153	-4.66874149227894	unknown	AF459002.1	1	unknown	mild
1.63918359944004	-4.59309760339178	unknown	AF459003.1	1	unknown	mild
1.51168651396642	-4.45220950333624	unknown	AF459004.1	1	unknown	mild
4.65982682715632	2.42631729607762	mild	AF483470.1	1	mild	mild
4.23833529337952	2.66593462629427	unknown	AF483471.1	1	unknown	mild
3.46851121773801	3.33820538016903	unknown	AY372398.1	1	unknown	mild
4.49085397338891	1.83244555601512	unknown	AY493560.1	1	unknown	mild
1.68461671121814	-4.64436209295422	unknown	DQ308558.1	1	unknown	mild
4.39725872176819	2.94315482220178	unknown	DQ308560.1	1	unknown	mild
4.87438970109939	2.31803449697864	unknown	DQ308561.1	1	unknown	mild
4.25730983267354	-0.150806394115288	unknown	EF044305.1	1	unknown	mild
2.89967239114953	3.54490330780302	unknown	EF192393.1	1	unknown	mild
2.91751269897211	3.45092018871979	unknown	EF459697.1	1	unknown	mild
3.05058831236239	3.67555274633335	unknown	EF459698.1	1	unknown	mild
2.83957037865493	3.54704339733077	unknown	EF459699.1	1	unknown	mild
3.03401332119964	3.65421666769846	unknown	EF459701.1	1	unknown	mild
2.65954546183644	3.80996673451267	unknown	EF580923.1	1	unknown	mild
4.06655128981106	-0.0485058660004842	unknown	EU879915.1	1	unknown	mild
4.34344586684553	-0.153270014359285	unknown	EU879916.1	1	unknown	mild
4.24430501674344	-0.106766470276609	unknown	EU879917.1	1	unknown	mild
4.65178600123094	2.31211934260146	unknown	EU879918.1	1	unknown	mild
4.4723787724497	2.5137326496625	unknown	EU879919.1	1	unknown	mild
